Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
425,OC87,FKF,"$43,583",6,"$5,733",1,5/25,-
426,The Graduate: 45th Anniversary Reunion,Rialto,"$43,466",2,"$5,778",1,4/11,8/23
427,All Together,KL,"$43,180",10,"$12,887",10,10/19,5/19
428,Nobody Else But You,FRun,"$43,040",4,"$3,759",2,5/11,10/18
429,Last Call at the Oasis,ATO,"$42,423",6,"$8,899",3,5/4,5/24
430,Fixing the Future,A23,"$42,393",N/A,N/A,N/A,7/18,-
431,Fat Kid Rules the World,OutF,"$41,457",1,"$1,450",1,10/5,10/11
432,The Comedy,Trib.,"$41,113",4,"$6,000",1,11/9,1/3
433,The FP,Drft.,"$40,557",28,"$15,465",28,3/16,5/6
434,Paan Singh Tomar,UTV,"$40,311",10,"$20,568",10,3/2,3/22
435,Soldiers of Fortune,RAtt.,"$38,898",50,"$24,978",50,8/3,8/16
436,Paul Williams Still Alive,Abr.,"$38,691",2,"$6,116",1,6/8,8/2
437,Death by China,A23,"$38,492",3,"$5,701",1,8/17,11/15
438,The Fairy,KL,"$38,399",6,"$4,199",2,2/24,8/2
439,Wagner & Me,FRun,"$37,745",4,"$4,891",2,12/7,-
440,Children of Paradise (2012 re-release),Jan.,"$36,986",2,"$10,741",2,3/9,3/29
441,Mansome,Pala.,"$36,280",20,"$18,395",20,5/18,5/31
442,The Inbetweeners Movie,WHE,"$36,000",10,"$36,000",10,9/7,-
443,Bangkok Revenge,CL,"$35,784",22,"$22,116",22,9/14,9/27
444,Fetih 1453: The Conquest of Constantinople,NeoC,"$35,730",4,"$35,730",4,4/6,4/8
445,Max et les Ferrailleurs (Max and the Junkmen) (2012 re-release),Rialto,"$35,387",2,"$11,264",1,8/10,-
446,Comic-Con Episode IV: A Fan's Hope,WHE,"$34,665",6,"$8,203",3,4/6,4/29
447,Orchestra of Exiles,FRun,"$34,577",5,"$6,719",1,10/26,4/18
448,Hit So Hard,Vari.,"$34,025",4,"$6,500",1,4/13,-
449,District of Corruption,RM,"$31,954",3,"$25,086",3,10/26,11/8
450,Musical Chairs,Pala.,"$31,478",12,"$9,092",9,3/23,-
451,Celine & Julie Go Boating (re-issue),NYer,"$31,452",1,"$5,624",1,5/4,-
452,Whores' Glory,KL,"$31,420",3,"$5,358",3,4/27,-
453,Kalakalappu@Masala Cafe,UTV,"$30,949",10,"$17,101",10,5/11,-
454,L!fe Happens,PMKBNC,"$30,905",16,"$20,186",16,4/13,5/3
455,Meet the Fokkens,KL,"$30,810",1,"$7,628",1,8/8,-
456,The Bay,RAtt.,"$30,668",23,"$19,747",23,11/2,11/15
457,Hide Away (2012),JLF,"$30,655",5,$689,1,5/25,7/26
458,Hermano,MBox,"$29,864",49,"$18,835",49,8/24,9/20
459,Sacrifice,Gold.,"$29,792",11,"$15,243",11,7/27,8/9
460,You've Been Trumped,ICir,"$29,273",5,"$4,497",1,8/3,11/22
461,Kill List,IFC,"$29,063",10,"$9,838",2,2/3,3/8
462,Hitler's Children,FM,"$28,663",3,"$2,939",1,11/16,9/29
463,North Sea Texas,Strand,"$28,307",3,"$4,487",3,11/2,2/21
464,The Ambassador,Drft.,"$28,102",8,"$13,046",4,8/29,-
465,Least Among Saints,BSM,"$28,026",8,"$15,774",3,10/12,11/8
466,Port of Shadows (2012 re-issue),Rialto,"$27,389",2,"$6,618",1,9/14,2/14
467,"The Devil, Probably (2012 re-release)",FDesk,"$26,816",2,"$1,688",1,1/13,7/4
468,Here (2012),Strand,"$26,743",2,"$7,927",1,4/13,7/5
469,"Pink Ribbons, Inc.",FRun,"$26,608",4,"$2,721",3,6/1,9/13
470,Django (2012 re-release),Rialto,"$25,916",10,"$6,150",8,12/21,-
471,Nobody Walks,Magn.,"$25,342",7,"$7,269",2,10/19,11/22
472,Death of the Virgin,Indic.,"$25,247",3,"$8,628",3,2/10,3/22
473,In Another Country,KL,"$25,079",6,"$3,207",1,11/9,3/14
474,Sound of Noise,Magn.,"$24,565",5,"$5,877",3,3/9,-
475,Otter 501,Pala.,"$24,449",4,"$5,444",3,5/11,6/28
476,Radio Unnameable,KL,"$24,090",2,"$5,833",1,9/19,-
477,Attenberg,Strand,"$24,036",2,"$3,998",1,3/9,6/28
478,The Rabbi's Cat,GK,"$23,392",6,"$4,301",1,12/7,1/24
479,Hellbound?,A23,"$22,887",5,"$3,938",4,9/21,10/25
480,The First Time,Gold.,"$22,836",19,"$17,061",19,10/19,10/25
481,Keyhole,Mont.,"$22,826",7,"$3,294",1,4/6,6/21
482,The Long Day Closes (2012 re-release),FDesk,"$22,765",2,"$1,407",1,3/5,6/6
483,Carol Channing: Larger Than Life,EOne,"$22,740",3,"$5,000",2,1/20,2/19
484,The Revisionaries,KL,"$22,664",5,"$2,608",1,10/5,2/28
485,Losing Control,HLM,"$22,081",3,"$2,196",1,3/23,-
486,My Worst Nightmare,Strand,"$21,952",4,"$1,142",1,10/19,-
487,Better Than Something: Jay Reatard,BTS,"$21,697",4,"$5,712",4,3/2,-
488,Sedona,Pasi.,"$21,638",3,N/A,N/A,3/16,-
489,Waiting for Lightning,Gold.,"$21,577",11,"$19,537",11,12/7,12/13
490,Bonsai,Strand,"$21,267",3,"$2,293",1,5/11,8/16
491,Girl Model,FRun,"$21,154",5,"$4,898",1,9/5,12/6
492,Lay the Favorite,RTWC,"$20,998",61,"$20,998",61,12/7,12/13
493,The Day,Anch.,"$20,984",12,"$10,121",12,8/29,9/13
494,The Highest Pass,Libre,"$20,386",2,"$10,125",2,4/27,6/17
495,Jesus Henry Christ,EOne,"$20,183",3,"$8,192",3,4/20,6/3
496,How to Grow a Band,ICir,"$20,135",2,"$5,705",1,4/13,10/4
497,In Over My Head,SBE,"$19,482",1,"$7,476",1,10/26,-
498,Tchoupitoulas,Osci.,"$19,375",6,"$2,379",1,12/7,1/24
499,The Color Wheel,APD/C,"$19,001",3,"$3,884",2,5/18,9/25
500,Sophomore,N/A,"$18,945",1,"$13,097",1,1/13,2/2
Summary of 667 Movies on Chart:
Totals:,"$10,959,497,325",-,-,-,-,-
Averages:,"$16,431,030",-,-,-,-,-
""
Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
501,28 Hotel Rooms,Osci.,"$18,869",5,"$1,869",1,11/9,12/13
502,Chely Wright: Wish Me Away,FRun,"$18,618",4,"$5,026",3,6/1,9/27
503,Lovely Molly,Imag.,"$18,464",5,"$12,555",5,5/18,-
504,El Milagro De Marcelino Pan,GPR,"$18,193",1,"$17,092",1,10/26,11/1
505,Total Recall (2012 re-release),Rialto,"$18,081",2,"$5,788",1,8/10,8/26
506,Juan of the Dead,Outs,"$18,000",1,"$12,000",1,3/16,3/18
507,Payback (2012),Zeit.,"$17,979",3,"$2,186",1,4/25,8/2
508,4:44: Last Day on Earth,IFC,"$17,801",3,"$8,355",3,3/23,4/5
509,Little Birds,MNE,"$17,739",2,"$4,574",1,8/29,9/20
510,Grandmaster,UTV,"$17,077",9,"$10,479",9,5/4,5/20
511,The Understudy,Indic.,"$17,036",2,N/A,N/A,3/16,-
512,The Prophet's Son,SBE,"$16,983",1,"$8,168",1,9/29,10/4
513,Inventing Our Life: The Kibbutz Experiment,FRun,"$16,734",3,"$6,193",1,4/27,-
514,Teddy Bear,FM,"$16,138",2,"$5,388",2,8/22,9/6
515,Return (2012),Da.,"$16,124",3,"$6,717",3,2/10,3/22
516,Alps,KL,"$16,057",3,"$2,628",2,7/13,1/3
517,Long Shot: The Kevin Laue Story,DM,"$16,011",1,"$16,011",1,10/26,11/1
518,Patience (After Sebald),CGld,"$15,941",1,"$5,302",1,5/9,-
519,$upercapitalist,Truly,"$15,919",1,"$8,372",1,8/10,8/30
520,This Binary Universe,Indic.,"$15,875",2,"$1,794",2,5/4,6/3
521,Take Me Home,Mont.,"$15,760",6,$322,1,3/9,6/7
522,Michael (2012),Strand,"$15,715",2,N/A,N/A,2/15,5/24
523,Quill: The Life of a Guide Dog,MBox,"$15,674",5,"$1,678",2,5/18,7/26
524,California Solo,Strand,"$15,433",2,"$3,412",1,11/30,1/24
525,A Little Bit of Heaven,MNE,"$15,375",11,"$10,011",11,5/4,5/10
526,Only the Young,Osci.,"$15,312",2,"$1,446",1,12/7,2/28
527,17 Girls,Strand,"$15,123",10,"$4,449",10,9/21,-
528,Kung Fu Joe,Indic.,"$15,120",2,"$3,158",2,2/10,4/5
529,Trade of Innocents,Mont.,"$15,091",3,$588,1,10/5,11/8
530,30 Beats,RAtt.,"$14,693",15,"$8,624",15,7/20,8/2
531,Unraveled,GD,"$14,615",2,"$9,006",2,4/13,-
532,Tristana (2012 re-release),Cohen,"$14,586",2,"$4,754",1,10/12,11/29
533,Silent Night,Anch.,"$14,567",11,"$9,780",11,11/30,12/6
534,Space Dogs 3D,EpicPics,"$14,408",5,"$14,408",5,5/18,5/20
535,Never Stand Still: Dancing at Jacob's Pillow,FRun,"$14,272",2,"$1,951",1,5/18,7/12
536,We Won't Grow Old Together (2012 re-release),FDesk,"$14,104",1,"$1,677",1,6/8,-
537,Gayby,TFC,"$14,062",1,"$4,792",1,10/12,11/15
538,6 Month Rule,SIP,"$14,057",3,"$1,963",1,6/1,6/28
539,Head Games,Vari.,"$14,056",5,"$1,152",2,9/21,11/22
540,Planet of Snail,CGld,"$13,957",2,"$2,011",1,7/25,3/14
541,Falling Away,Indic.,"$13,869",2,"$1,284",2,3/2,-
542,The Day He Arrives,CGld,"$13,746",2,"$3,311",1,4/20,4/25
543,Daisies (2012 re-release),Jan.,"$13,692",1,"$6,576",1,7/6,7/12
544,The Law in These Parts,CGld,"$13,683",1,"$2,814",1,11/16,-
545,When the Iron Bird Flies,AM,"$13,598",1,N/A,N/A,10/19,8/22
546,Reuniting the Rubins,Mont.,"$13,569",4,$734,2,3/16,5/17
547,Dysfunctional Friends,DTP,"$13,546",2,"$7,409",2,2/3,3/29
548,Citadel,Cdgm.,"$13,377",7,"$5,715",1,11/9,1/17
549,The Trouble with Bliss,7A,"$13,093",4,"$4,618",1,3/23,4/26
550,Nothing But a Man (2012 re-release),APD/C,"$13,063",2,"$3,466",1,11/9,-
551,"How Much Does Your Building Weigh, Mr. Foster?",FRun,"$13,013",4,"$2,759",1,1/25,-
552,Norwegian Wood,RF,"$13,000",3,"$13,000",3,1/6,-
553,Virginia,EOne,"$12,728",5,"$6,915",5,5/18,6/3
554,Around June,Indic.,"$12,578",2,N/A,2,2/24,5/31
555,For Ellen,Trib.,"$12,396",3,"$4,616",1,9/5,11/1
556,Grassroots,Gold.,"$12,356",2,"$6,497",1,6/22,-
557,Lost Angels: Skid Row is My Home,Libre,"$12,025",1,"$7,039",1,12/7,-
558,Ultrasuede,Trib.,"$11,539",1,"$3,968",1,1/20,-
559,"Now, Forager",Argo.,"$11,146",4,"$1,539",1,10/3,1/10
560,Dragon (2012),RTWC,"$11,137",14,"$11,137",14,11/30,12/2
561,The Front Line,WGUSA,"$11,018",6,"$7,188",6,1/20,1/26
562,Tales of the Night,GK,"$10,975",1,"$7,154",1,9/26,10/4
563,Henning Mankell's 'Wallander': The Revenge,MBox,"$10,960",2,"$2,230",1,5/25,6/21
564,The Man Who Shook the Hand of Vicente Fernandez,Indic.,"$10,782",2,"$3,099",1,12/7,-
565,Special Forces,EOne,"$10,759",5,"$10,759",5,10/12,-
566,Found Memories,FM,"$10,575",1,"$3,874",1,6/1,6/28
567,China Heavyweight,Zeit.,"$10,550",4,"$3,792",1,7/6,9/20
568,Santa Mesa,Indic.,"$10,490",3,"$3,846",3,1/13,2/2
569,Husbands in Goa,UTV,"$10,135",7,"$4,483",7,9/21,11/1
570,Putin's Kiss,KL,"$10,082",1,"$1,525",1,2/17,-
571,Starry Starry Night,CL,"$10,033",2,"$2,312",2,3/23,9/20
572,Arjun: The Warrior Prince,UTV,"$10,017",10,"$5,527",10,5/25,6/3
573,The Do-Deca-Pentathlon,RF,"$10,000",8,"$10,000",8,7/6,7/12
574,Post Mortem,KL,"$9,750",1,"$2,406",1,4/11,-
575,Rec 3: Genesis,Magn.,"$9,600",8,"$3,001",8,9/7,10/4
576,The City Dark,Argo.,"$9,269",2,"$2,983",1,1/18,2/9
577,Decoding Deepak,SF,"$9,100",3,"$9,100",3,10/5,-
578,Art of Submission,PMP,"$9,004",1,"$8,759",1,9/21,9/27
579,Three Stars,FRun,"$8,942",1,"$1,003",1,9/21,-
580,Corpo Celeste,FM,"$8,919",1,"$2,263",1,6/8,7/5
581,Home Run Showdown,Imag.,"$8,824",1,"$8,824",1,7/27,-
582,The Man in the White Suit (2012 re-release),Rialto,"$8,718",1,"$3,874",1,11/16,1/31
583,Man on a Mission,FRun,"$8,688",5,"$3,430",4,1/13,2/23
584,"Small, Beautiful Moving Parts",Long Shot,"$8,631",1,"$3,087",1,5/11,6/28
585,Mosquita y Mari,TFC,"$8,614",1,"$5,070",1,8/3,8/16
586,General Education,PHP,"$8,601",4,$282,1,8/24,-
587,Cartas a Elena,Free,"$8,511",12,"$7,711",12,6/8,6/11
588,The Snowtown Murders,IFC,"$8,452",3,"$1,273",1,3/2,3/22
589,Dreams of a Life,Strand,"$8,405",1,"$3,085",1,8/3,8/16
590,Restless City,AFFRM,"$8,100",3,"$8,100",3,4/27,4/29
591,The Babymakers,MNE,"$7,889",11,"$5,215",11,8/3,8/9
592,Roadie (2012),Magn.,"$7,825",1,"$2,661",1,1/6,-
593,Photographic Memory,FRun,"$7,822",2,"$3,006",2,10/12,11/22
594,Last Days Here,IFC,"$7,643",1,"$2,671",1,3/2,3/15
595,Brooklyn Brothers Beat the Best,Osci.,"$7,466",3,"$3,850",1,9/21,10/4
596,Bel Borba Aqui,PDA,"$7,426",2,"$1,869",1,10/3,10/25
597,Price Check,IFC,"$7,413",2,"$2,783",1,11/16,11/29
598,The Giant Mechanical Man,Trib.,"$7,396",1,"$1,789",1,4/27,5/17
599,Domain (2012),Strand,"$7,105",1,"$2,810",1,1/13,3/22
600,"Love, Marilyn",SD,"$6,950",1,"$4,000",1,11/30,12/13
Summary of 667 Movies on Chart:
Totals:,"$10,959,497,325",-,-,-,-,-
Averages:,"$16,431,030",-,-,-,-,-
""
Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
601,Last Ride,MBox,"$6,853",2,$838,1,6/29,10/11
602,In Our Nature,Cdgm.,"$6,543",1,"$4,378",1,12/7,12/20
603,Windfall,FRun,"$6,504",1,"$1,780",1,2/3,5/10
604,The Beat Hotel,FRun,"$6,480",1,"$1,458",1,3/30,7/19
605,Tonight You're Mine,RAtt.,"$6,255",3,"$2,144",2,5/11,5/31
606,Crazy Eyes,Strand,"$6,141",2,"$3,259",2,7/6,7/26
607,The Last Fall,TFO,"$6,100",1,"$6,100",1,10/26,11/1
608,The Miners' Hymns,Icar.,"$6,051",1,"$3,217",1,2/8,-
609,Las Acacias,OutF,"$6,000",1,"$6,000",1,9/7,9/13
610,American Animal,Scre.,"$5,928",1,"$5,928",1,5/18,5/20
611,Buzzkill,Indic.,"$5,860",1,N/A,1,1/20,-
612,Sushi: The Global Catch,AM,"$5,757",1,$516,1,8/3,2/7
613,Save the Date,IFC,"$5,719",2,"$3,755",2,12/14,12/20
614,Bookers Place,Trib.,"$5,549",2,"$2,455",2,4/25,5/10
615,Young and Wild,IFC,"$5,514",2,"$3,798",2,11/30,12/6
616,Universal Soldier: Day of Reckoning,Magn.,"$5,460",3,"$3,181",3,11/30,12/20
617,The Good Doctor,Magn.,"$5,206",2,"$3,180",2,8/31,9/6
618,Liar's Autobiography,BSM,"$5,102",4,"$5,102",4,11/2,-
619,Downtown Express,ICir,"$5,010",1,"$3,474",1,4/20,4/26
620,Bringing Up Bobby,Mont.,"$4,975",4,"$1,005",1,9/28,-
621,Tomorrow When the War Began,Free,"$4,936",10,"$3,172",10,2/24,2/29
622,Brake,IFC,"$4,876",2,"$4,330",2,3/21,3/29
623,A Man Vanishes (2012 re-release),Icar.,"$4,829",2,"$1,576",2,11/15,4/17
624,Breathing,KL,"$4,630",2,$949,1,8/31,2/28
625,Newlyweds,Trib.,"$4,584",1,"$4,584",1,1/13,1/19
626,Art Is... The Permanent Revolution,FRun,"$4,291",1,"$2,718",1,3/2,5/17
627,Yangsi,KL,"$4,008",1,N/A,N/A,12/7,-
628,The Moth Diaries,IFC,"$3,838",2,"$2,276",2,4/20,4/29
629,Free Radicals: A History of Experimental Film,KL,"$3,804",1,"$1,350",1,8/3,4/18
630,They Come to America,C/360,"$3,775",1,"$3,775",1,3/31,4/1
631,Bad Blood the Hunger,GA,"$3,731",10,"$1,872",10,10/26,11/1
632,Pickin & Grinnin,HLM,"$3,613",1,"$3,003",1,9/7,9/13
633,The Day I Saw Your Heart,FM,"$3,546",1,"$2,810",1,8/24,8/30
634,Loosies,IFC,"$3,519",3,$808,1,1/11,1/26
635,Cirkus Columbia,Strand,"$3,457",1,"$1,284",1,2/17,3/15
636,Vamps,Anch.,"$3,361",1,$548,1,11/2,11/15
637,Sleepless Night,Trib.,"$3,358",2,"$2,106",2,5/11,-
638,After the Wizard,BGP,"$3,184",2,"$2,527",2,8/10,-
639,Apart (2012),Truly,"$3,161",2,"$3,161",2,3/9,3/11
640,ATM,IFC,"$3,010",2,"$2,034",2,4/6,4/12
641,About Cherry,IFC,"$3,003",3,"$2,760",3,9/21,9/27
642,Perfect Sense,IFC,"$2,959",1,"$1,567",1,2/3,2/9
643,Cheerful Weather for the Wedding,IFC,"$2,651",2,$727,1,12/7,12/20
644,Carl,ALP,"$2,592",1,"$2,592",1,4/27,4/29
645,The Samaritan,IFC,"$2,521",3,"$1,744",3,5/18,5/24
646,The Ghastly Love of Johnny X,Strand,"$2,436",2,$86,1,10/26,5/30
647,Why Stop Now?,IFC,"$2,432",3,"$1,641",3,8/17,8/23
648,Split: A Deeper Divide,FPR,"$2,338",1,"$2,338",1,10/12,10/18
649,Scorn,Cort.,"$2,206",1,N/A,N/A,3/1,4/5
650,Patagonia Rising,FRun,"$2,064",1,$981,1,6/8,6/21
651,I Kissed a Vampire,Mont.,"$1,794",11,"$1,380",11,3/30,-
652,Dystopia 2013,ZMG,"$1,708",1,"$1,011",1,1/13,3/15
653,El Velador (The Night Watchman),Icar.,"$1,530",2,$378,2,7/6,11/1
654,Where Are You Taking Me?,Icar.,"$1,492",1,$937,1,3/2,3/8
655,Bestiaire,KS/Zeit,"$1,428",2,N/A,N/A,10/19,-
656,Headshot,KL,"$1,373",1,$456,1,9/28,11/8
657,Jason Becker: Not Dead Yet,KL,"$1,294",2,$319,2,12/12,1/10
658,Snowman's Land,MBox,"$1,190",1,$656,1,9/14,10/4
659,Jack and Diane,Magn.,"$1,142",2,$294,2,11/2,-
660,The Decoy Bride,IFC,$759,1,$542,1,3/9,3/15
661,Nature Calls,Magn.,$646,2,$382,2,11/9,11/15
662,Citizen Gangster,IFC,$625,1,$625,1,4/27,4/29
663,Death of a Superhero,Trib.,$607,1,$345,1,5/4,5/10
664,Gottfried Helnwein and the Dreaming Child,FRun,$601,1,$402,1,11/23,-
665,Meeting Evil,Magn.,$525,1,$181,1,5/4,5/10
666,Apartment 143,Magn.,$383,1,$256,1,6/1,6/7
667,Playback,Magn.,$264,1,$252,1,3/16,3/22
Summary of 667 Movies on Chart:
Totals:,"$10,959,497,325",-,-,-,-,-
Averages:,"$16,431,030",-,-,-,-,-
""
